"pb","quant_boot"
0,0
0,0
0,0.002
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.014
0,0
0,0.002
0,0.002
0,0
0,0.01
0,0
0,0.018
0,0
0,0.01
0,0
0,0.006
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.006
0,0
0,0
0,0
0,0.018
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.014
0,0.004
0,0
0,0.012
0,0.018
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0.008
0,0.006
0,0
0,0
0,0
0,0
0,0
0,0
0,0.006
0,0.008
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.004
0,0.032
0,0
0,0
0,0
0,0
0,0
0,0
0,0.012
1,0.002
0,0
0,0
0,0
0,0.004
0,0.004
0,0.002
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0
0,0.014
0,0
0,0.004
0,0
0,0.01
0,0.004
0,0
0,0
0,0.026
0,0.002
1,0.008
0,0
0,0
0,0
0,0
0,0.0967999999999593
0,0
0,0
0,0
0,0
0,0.004
0,0
0,0
0,0.002
0,0
0,0
0,0.004
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0.01
0,0
0,0.006
0,0
0,0.004
0,0.004
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0.012
0,0
0,0
0,0
0,0
1,0
0,0.004
0,0
0,0.004
0,0.002
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0.002
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0.022
0,0
0,0.002
0,0.004
0,0
1,0
0,0
0,0
0,0
1,0
0,0.03
0,0
0,0
0,0.004
0,0
0,0
0,0.008
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0.03
0,0
0,0.006
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0.002
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.014
0,0.02
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0.01
0,0.002
0,0
0,0
0,0
1,0
0,0
0,0.002
0,0
0,0.008
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.01
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0.004
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0.006
0,0
0,0.002
1,0.01
1,0.002
0,0
0,0
0,0.002
0,0.016
0,0
0,0.006
0,0
0,0
0,0
0,0.002
0,0
1,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0.002
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.024
0,0
0,0
0,0
0,0.004
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.004
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0.006
0,0
0,0.01
0,0
0,0.006
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0.014
0,0
0,0
0,0.002
0,0
0,0.002
0,0.004
0,0
0,0
0,0
0,0
0,0
0,0
0,0.024
0,0.008
0,0
0,0.002
0,0
0,0
0,0
0,0.018
0,0.002
0,0.002
0,0.008
0,0
0,0
0,0
0,0
0,0
0,0
1,0.008
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0.004
0,0.016
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0.014
1,0
0,0.004
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0.002
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0.002
0,0.012
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0
0,0.004
2,0
0,0
0,0
0,0
0,0
0,0
0,0.004
0,0
0,0
0,0
0,0.012
0,0
0,0
0,0
0,0
0,0
1,0
0,0.002
0,0
0,0
0,0
0,0.004
0,0
0,0
0,0
1,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0.006
0,0
0,0
0,0.004
0,0.002
0,0
0,0
0,0.008
0,0
0,0.008
0,0
1,0
0,0.002
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0.006
0,0
0,0
0,0.002
0,0.002
0,0
0,0
0,0
0,0
0,0.01
0,0
0,0
0,0.002
0,0
0,0.006
0,0
0,0
0,0
1,0
0,0
0,0
0,0.008
0,0
0,0.004
0,0
0,0
0,0
0,0
0,0.002
0,0
0,0
0,0.002
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0.002
0,0.008
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.002
0,0.002
0,0
1,0.002
0,0
0,0
0,0.016
0,0
0,0
0,0
0,0.004
0,0
0,0.024
0,0
1,0
0,0.002
0,0
0,0
0,0
0,0
0,0
